,original_title,revenue,budget,profit,revenue_adj,budget_adj,profit_adj
362,Meadowland,0,0,0,0.0,0.0,0.0
363,The Stanford Prison Experiment,643557,0,643557,592072.179488241,0.0,592072.179488241
364,The Girl King,0,0,0,0.0,0.0,0.0
365,Bessie,0,0,0,0.0,0.0,0.0
366,The Atticus Institute,0,0,0,0.0,0.0,0.0
367,The Hoarder,0,0,0,0.0,0.0,0.0
368,I Smile Back,0,0,0,0.0,0.0,0.0
369,Oddball,0,0,0,0.0,0.0,0.0
370,Meru,2334228,0,2334228,2147488.81510492,0.0,2147488.81510492
371,Sanjay's Super Team,0,0,0,0.0,0.0,0.0
372,Learning to Drive,3447633,0,3447633,3171820.96439877,0.0,3171820.96439877
373,Christmas Eve,0,0,0,0.0,0.0,0.0
374,The Sisterhood of Night,0,0,0,0.0,0.0,0.0
375,Sharknado 3: Oh Hell No!,0,0,0,0.0,0.0,0.0
376,12 Rounds 3: Lockdown,0,0,0,0.0,0.0,0.0
377,Hitting the Apex,0,0,0,0.0,0.0,0.0
378,Club Life,4444,0,4444,4088.47820106959,0.0,4088.47820106959
379,Cleveland Abduction,0,0,0,0.0,0.0,0.0
380,90 Minutes in Heaven,4842699,5000000,-157301,4455281.1196763,4599997.97600089,-144716.8563245898
381,Lavalantula,0,0,0,0.0,0.0,0.0
382,Unexpected,0,0,0,0.0,0.0,0.0
383,Justice League: Throne of Atlantis,0,3500000,-3500000,0.0,3219998.58320062,-3219998.58320062
384,Lady Chatterley's Lover,0,0,0,0.0,0.0,0.0
385,The Wicked Within,0,0,0,0.0,0.0,0.0
386,Bridgend,0,0,0,0.0,0.0,0.0
387,Backcountry,0,0,0,0.0,0.0,0.0
388,Walter,0,700000,-700000,0.0,643999.716640124,-643999.716640124
389,Ratter,0,500000,-500000,0.0,459999.797600089,-459999.797600089
390,An Inspector Calls,0,0,0,0.0,0.0,0.0
391,The Survivalist,0,0,0,0.0,0.0,0.0
392,Don't Grow Up,0,0,0,0.0,0.0,0.0
393,Night Of The Living Deb,0,2000000,-2000000,0.0,1839999.19040035,-1839999.19040035
394,No Stranger Than Love,0,0,0,0.0,0.0,0.0
395,The Hive,0,0,0,0.0,0.0,0.0
396,Back in Time,0,0,0,0.0,0.0,0.0
397,Nina Forever,0,0,0,0.0,0.0,0.0
398,Some Kind Of Hate,0,0,0,0.0,0.0,0.0
399,The Dead Room,0,1000000,-1000000,0.0,919999.595200178,-919999.595200178
400,Condemned,0,0,0,0.0,0.0,0.0
401,Night Owls,0,0,0,0.0,0.0,0.0
402,The Sand,0,0,0,0.0,0.0,0.0
403,Digging for Fire,0,0,0,0.0,0.0,0.0
404,Ten Thousand Saints,0,0,0,0.0,0.0,0.0
405,From the Dark,0,0,0,0.0,0.0,0.0
406,My All American,0,20000000,-20000000,0.0,18399991.9040035,-18399991.9040035
407,Hangman,0,0,0,0.0,0.0,0.0
408,Larry Gaye: Renegade Male Flight Attendant,0,0,0,0.0,0.0,0.0
409,Grandma,7087452,600000,6487452,6520452.97100069,551999.757120106,5968453.213880584
410,Anarchy Parlor,0,0,0,0.0,0.0,0.0
411,Summer Camp,0,0,0,0.0,0.0,0.0
412,Backmask,0,0,0,0.0,0.0,0.0
413,Already Tomorrow in Hong Kong,0,0,0,0.0,0.0,0.0
414,Those People,0,0,0,0.0,0.0,0.0
415,Show Me a Hero,0,0,0,0.0,0.0,0.0
416,Curve,0,0,0,0.0,0.0,0.0
417,Pound of Flesh,0,7500000,-7500000,0.0,6899996.96400133,-6899996.96400133
418,Cyberbully,0,0,0,0.0,0.0,0.0
419,Final Girl,0,0,0,0.0,0.0,0.0
420,He Named Me Malala,2642899,0,2642899,2431466.01015495,0.0,2431466.01015495
421,The Driftless Area,0,0,0,0.0,0.0,0.0
422,Do You Believe?,0,0,0,0.0,0.0,0.0
423,7 Days in Hell,0,0,0,0.0,0.0,0.0
424,Belli di papÃ ,0,0,0,0.0,0.0,0.0
425,Teen Beach 2,0,0,0,0.0,0.0,0.0
426,Full Out,0,1500000,-1500000,0.0,1379999.39280026,-1379999.39280026
427,Narcopolis,0,1500000,-1500000,0.0,1379999.39280026,-1379999.39280026
428,Staten Island Summer,0,0,0,0.0,0.0,0.0
429,Safelight,0,0,0,0.0,0.0,0.0
430,Bad Roomies,0,0,0,0.0,0.0,0.0
431,Close Range,0,0,0,0.0,0.0,0.0
432,The Reconstruction of William Zero,0,0,0,0.0,0.0,0.0
433,Queen of Earth,0,0,0,0.0,0.0,0.0
434,After the Ball,161820,0,161820,148874.334495292,0.0,148874.334495292
435,A Christmas Detour,0,0,0,0.0,0.0,0.0
436,"What Happened, Miss Simone?",0,0,0,0.0,0.0,0.0
437,Alex of Venice,0,0,0,0.0,0.0,0.0
438,The Eichmann Show,0,0,0,0.0,0.0,0.0
439,"People, Places, Things",0,0,0,0.0,0.0,0.0
440,"The Death of ""Superman Lives"": What Happened?",0,0,0,0.0,0.0,0.0
441,Winter on Fire: Ukraine's Fight for Freedom,0,0,0,0.0,0.0,0.0
442,Ava's Possessions,0,0,0,0.0,0.0,0.0
443,Being Charlie,30400,0,30400,27967.9876940854,0.0,27967.9876940854
444,Containment,0,0,0,0.0,0.0,0.0
445,The Exorcism of Molly Hartley,0,0,0,0.0,0.0,0.0
446,The Diabolical,0,0,0,0.0,0.0,0.0
447,Last Cab to Darwin,0,0,0,0.0,0.0,0.0
448,Intruders,0,0,0,0.0,0.0,0.0
449,Infini,0,0,0,0.0,0.0,0.0
450,A Christmas Melody,0,0,0,0.0,0.0,0.0
451,Muck,0,0,0,0.0,0.0,0.0
452,Robert the Doll,0,0,0,0.0,0.0,0.0
453,Bravetown,0,0,0,0.0,0.0,0.0
454,Bite,0,0,0,0.0,0.0,0.0
455,Taylor Swift: The 1989 World Tour - Live,0,0,0,0.0,0.0,0.0
456,Cosmic Scrat-tastrophe,0,0,0,0.0,0.0,0.0
457,Ghoul,0,0,0,0.0,0.0,0.0
458,Waffle Street,0,0,0,0.0,0.0,0.0
459,Deep Web,0,0,0,0.0,0.0,0.0
460,A LEGO Brickumentary,0,650000,-650000,0.0,597999.736880115,-597999.736880115
461,Richard Pryor: Omit the Logic,0,0,0,0.0,0.0,0.0
462,Don Verdean,0,0,0,0.0,0.0,0.0
463,The Editor,0,0,0,0.0,0.0,0.0
464,Nasty Baby,0,0,0,0.0,0.0,0.0
465,Bitter Lake,0,0,0,0.0,0.0,0.0
466,June,0,0,0,0.0,0.0,0.0
467,The Overnight,1100000,0,1100000,1011999.55472019,0.0,1011999.55472019
468,The Rise of the Krays,0,2500000,-2500000,0.0,2299998.98800044,-2299998.98800044
469,Smosh: The Movie,0,0,0,0.0,0.0,0.0
470,Keepers of the Covenant: Making Exodus: Gods and Kings,0,0,0,0.0,0.0,0.0
471,è§£æ•‘å´å…ˆç”Ÿ,0,0,0,0.0,0.0,0.0
472,The Quiet Hour,0,0,0,0.0,0.0,0.0
473,Lost in the Sun,0,0,0,0.0,0.0,0.0
474,Results,104507,0,104507,96146.397695585,0.0,96146.397695585
475,Addicted to Fresno,0,0,0,0.0,0.0,0.0
476,Listening,0,0,0,0.0,0.0,0.0
477,Jack of the Red Hearts,0,0,0,0.0,0.0,0.0
478,Absolution,0,0,0,0.0,0.0,0.0
479,American Hero,0,0,0,0.0,0.0,0.0
480,The Condemned 2,0,0,0,0.0,0.0,0.0
481,Bound,0,0,0,0.0,0.0,0.0
482,Re-Kill,0,9500000,-9500000,0.0,8739996.15440169,-8739996.15440169
483,SuperBob,0,0,0,0.0,0.0,0.0
484,A Hitman in London,0,0,0,0.0,0.0,0.0
485,Regular Show: The Movie,0,3000000,-3000000,0.0,2759998.78560053,-2759998.78560053
486,If There Be Thorns,0,0,0,0.0,0.0,0.0
487,Pod,0,0,0,0.0,0.0,0.0
488,To Write Love on Her Arms,0,3400000,-3400000,0.0,3127998.6236806,-3127998.6236806
489,Hungry Hearts,6921,0,6921,6367.3171983804295,0.0,6367.3171983804295
490,The Funhouse Massacre,0,0,0,0.0,0.0,0.0
491,Extraordinary Tales,0,0,0,0.0,0.0,0.0
492,War Room,67790117,3000000,64790117,62366880.1985727,2759998.78560053,59606881.412972175
493,A Deadly Adoption,0,0,0,0.0,0.0,0.0
494,Ellis,0,0,0,0.0,0.0,0.0
495,Coconut Hero,0,0,0,0.0,0.0,0.0
496,Janis: Little Girl Blue,0,0,0,0.0,0.0,0.0
497,Io che amo solo te,0,0,0,0.0,0.0,0.0
498,Unknown Caller,0,0,0,0.0,0.0,0.0
499,The Inhabitants,0,0,0,0.0,0.0,0.0
500,Amy Schumer: Live at the Apollo,0,0,0,0.0,0.0,0.0
501,Glassland,0,0,0,0.0,0.0,0.0
502,Whitney,0,0,0,0.0,0.0,0.0
503,Heaven Knows What,0,0,0,0.0,0.0,0.0
504,Keith Richards: Under the Influence,0,0,0,0.0,0.0,0.0
505,Landmine Goes Click,0,1000000,-1000000,0.0,919999.595200178,-919999.595200178
506,Hellions,0,0,0,0.0,0.0,0.0
507,13 Cameras,0,0,0,0.0,0.0,0.0
508,Bastard,0,0,0,0.0,0.0,0.0
509,Strange Blood,0,0,0,0.0,0.0,0.0
510,Jurassic City,0,0,0,0.0,0.0,0.0
511,6 Years,0,0,0,0.0,0.0,0.0
512,I Am Chris Farley,0,0,0,0.0,0.0,0.0
513,Chloe and Theo,0,0,0,0.0,0.0,0.0
514,All Things Must Pass,0,0,0,0.0,0.0,0.0
515,Capsule,0,1300000,-1300000,0.0,1195999.47376023,-1195999.47376023
516,The Nightmare,28281,0,28281,26018.5085518562,0.0,26018.5085518562
517,Tangerine,0,0,0,0.0,0.0,0.0
518,Nightlight,0,0,0,0.0,0.0,0.0
519,"Stockholm, Pennsylvania",0,0,0,0.0,0.0,0.0
520,Power/Rangers,0,0,0,0.0,0.0,0.0
521,Appropriate Behavior,0,0,0,0.0,0.0,0.0
522,See You In Valhalla,0,0,0,0.0,0.0,0.0
523,The True Cost,0,0,0,0.0,0.0,0.0
524,"Kumiko, the Treasure Hunter",0,0,0,0.0,0.0,0.0
525,Invisible Sister,0,0,0,0.0,0.0,0.0
526,The Forbidden Room,0,0,0,0.0,0.0,0.0
527,Finders Keepers,0,0,0,0.0,0.0,0.0
528,Merry Kissmas,0,0,0,0.0,0.0,0.0
529,Most Likely to Die,0,0,0,0.0,0.0,0.0
530,A Girl Like Her,0,0,0,0.0,0.0,0.0
531,Private Number,0,0,0,0.0,0.0,0.0
532,Iliza Shlesinger: Freezing Hot,0,0,0,0.0,0.0,0.0
533,The Barber,0,0,0,0.0,0.0,0.0
534,James White,0,0,0,0.0,0.0,0.0
535,Hitchcock/Truffaut,0,0,0,0.0,0.0,0.0
536,A Faster Horse,0,0,0,0.0,0.0,0.0
537,Amnesiac,0,3000000,-3000000,0.0,2759998.78560053,-2759998.78560053
538,The Mask You Live In,0,0,0,0.0,0.0,0.0
539,Soaked in Bleach,0,0,0,0.0,0.0,0.0
540,And Then There Were None,0,0,0,0.0,0.0,0.0
541,Bloodsucking Bastards,0,0,0,0.0,0.0,0.0
542,The Culling,0,0,0,0.0,0.0,0.0
543,Comedy Central Roast of Justin Bieber,0,0,0,0.0,0.0,0.0
544,Boy Meets Girl,0,0,0,0.0,0.0,0.0
545,Listen to Me Marlon,0,0,0,0.0,0.0,0.0
546,The Ouija Experiment 2: Theatre of Death,0,0,0,0.0,0.0,0.0
547,Walt Before Mickey,0,0,0,0.0,0.0,0.0
548,Sense8: Creating the World,0,0,0,0.0,0.0,0.0
549,Big Sky,0,0,0,0.0,0.0,0.0
550,The Fear of 13,0,0,0,0.0,0.0,0.0
551,Dior and I,0,0,0,0.0,0.0,0.0
552,Ominous,0,0,0,0.0,0.0,0.0
553,Doctor Who: The Husbands of River Song,0,0,0,0.0,0.0,0.0
554,Call Me Lucky,0,0,0,0.0,0.0,0.0
555,Tiger House,0,0,0,0.0,0.0,0.0
556,With This Ring,0,0,0,0.0,0.0,0.0
557,Brothers,0,0,0,0.0,0.0,0.0
558,Anguish,0,0,0,0.0,0.0,0.0
559,Childhood's End,0,0,0,0.0,0.0,0.0
560,Digging Up the Marrow,0,0,0,0.0,0.0,0.0
561,Naomi and Ely's No Kiss List,0,0,0,0.0,0.0,0.0
562,The Cokeville Miracle,0,0,0,0.0,0.0,0.0
563,They Found Hell,0,0,0,0.0,0.0,0.0
564,Junun,0,0,0,0.0,0.0,0.0
565,The Chosen,0,0,0,0.0,0.0,0.0
566,The Flintstones & WWE: Stone Age Smackdown,0,0,0,0.0,0.0,0.0
567,Chris Tucker: Live,0,0,0,0.0,0.0,0.0
568,VANish,0,0,0,0.0,0.0,0.0
569,Harry Price: Ghost Hunter,0,0,0,0.0,0.0,0.0
570,Brotherly Love,0,1900000,-1900000,0.0,1747999.23088033,-1747999.23088033
571,Wildlike,0,0,0,0.0,0.0,0.0
572,The Audition,0,0,0,0.0,0.0,0.0
573,Louis C.K.: Live at The Comedy Store,0,0,0,0.0,0.0,0.0
574,The Wolfpack,1301696,0,1301696,1197559.79307369,0.0,1197559.79307369
575,The Challenger,0,0,0,0.0,0.0,0.0
576,Aziz Ansari: Live at Madison Square Garden,0,0,0,0.0,0.0,0.0
577,Bleeding Heart,0,0,0,0.0,0.0,0.0
578,Requiem for the American Dream,44695,0,44695,41119.3819074719,0.0,41119.3819074719
579,3 Nights in the Desert,0,0,0,0.0,0.0,0.0
580,The House on Pine Street,0,0,0,0.0,0.0,0.0
581,Slow Learners,0,0,0,0.0,0.0,0.0
582,Welcome to Leith,0,0,0,0.0,0.0,0.0
583,Stonewall,187674,13500000,-13312326,172660.004029598,12419994.5352024,-12247334.531172803
584,The Phoenix Incident,0,0,0,0.0,0.0,0.0
585,Contracted: Phase II,0,0,0,0.0,0.0,0.0
586,Penis Boy,0,10,-10,0.0,9.199995952001778,-9.199995952001778
587,The Hunting Ground,0,0,0,0.0,0.0,0.0
588,One & Two,0,0,0,0.0,0.0,0.0
589,Tig,0,0,0,0.0,0.0,0.0
590,Christmas Incorporated,0,0,0,0.0,0.0,0.0
591,Submerged,0,0,0,0.0,0.0,0.0
592,Hurricane of Fun: The Making of Wet Hot,0,0,0,0.0,0.0,0.0
593,Gascoigne,0,0,0,0.0,0.0,0.0
594,One Soldier's Story: The Journey of American Sniper,0,0,0,0.0,0.0,0.0
595,Deep Dark,0,0,0,0.0,0.0,0.0
596,Best of Enemies,0,1000000,-1000000,0.0,919999.595200178,-919999.595200178
597,Vendetta,0,0,0,0.0,0.0,0.0
598,Breaking Through,0,0,0,0.0,0.0,0.0
599,The Stranger,0,0,0,0.0,0.0,0.0
600,Star Wars: TIE Fighter,0,0,0,0.0,0.0,0.0
601,Dough,0,0,0,0.0,0.0,0.0
602,The Bad Education Movie,0,0,0,0.0,0.0,0.0
603,Student Bodies,0,0,0,0.0,0.0,0.0
604,The Subjects,0,0,0,0.0,0.0,0.0
605,Walking with the Dead,0,0,0,0.0,0.0,0.0
606,Floride,0,0,0,0.0,0.0,0.0
607,The Outskirts,0,0,0,0.0,0.0,0.0
608,Twinsters,0,0,0,0.0,0.0,0.0
609,The Jinx: The Life and Deaths of Robert Durst,0,0,0,0.0,0.0,0.0
610,The Curse of Downers Grove,0,2000000,-2000000,0.0,1839999.19040035,-1839999.19040035
611,World of Tomorrow,0,0,0,0.0,0.0,0.0
612,Dawg Fight,0,0,0,0.0,0.0,0.0
613,King Jack,0,0,0,0.0,0.0,0.0
614,The Suicide Theory,0,0,0,0.0,0.0,0.0
615,Stalked By My Neighbor,0,0,0,0.0,0.0,0.0
616,The Outfield,0,0,0,0.0,0.0,0.0
617,Buzzard,13684,0,13684,12589.2744607192,0.0,12589.2744607192
618,The Gamechangers,0,0,0,0.0,0.0,0.0
619,Residue,0,0,0,0.0,0.0,0.0
620,All Hallows' Eve 2,0,0,0,0.0,0.0,0.0
621,Always Watching: A Marble Hornets Story,0,0,0,0.0,0.0,0.0
622,A Ballerina's Tale,0,0,0,0.0,0.0,0.0
623,Man vs. Snake,0,0,0,0.0,0.0,0.0
624,Once I Was a Beehive,732655,0,732655,674042.303421386,0.0,674042.303421386
625,John Mulaney: The Comeback Kid,0,0,0,0.0,0.0,0.0
626,Meet the Patels,0,0,0,0.0,0.0,0.0
627,I Hate Christian Laettner,0,0,0,0.0,0.0,0.0
628,The Emperor's New Clothes,0,0,0,0.0,0.0,0.0
629,Interstellar,621752480,165000000,456752480,572690645.122961,151980023.37728998,420710621.74567103
630,Guardians of the Galaxy,773312399,170000000,603312399,712291130.169508,156585478.631148,555705651.53836
631,Captain America: The Winter Soldier,714766572,170000000,544766572,658365092.859794,156585478.631148,501779614.22864604
632,John Wick,78739897,20000000,58739897,72526614.4653665,18421821.015429102,54104793.449937396
633,The Hunger Games: Mockingjay - Part 1,752100229,125000000,627100229,692752790.215065,115136381.346432,577616408.868633
634,The Hobbit: The Battle of the Five Armies,955119788,250000000,705119788,879752289.141534,230272762.692864,649479526.4486699
635,Big Hero 6,652105443,165000000,487105443,600648487.706658,151980023.37728998,448668464.329368
636,The Imitation Game,233555708,14000000,219555708,215126072.495392,12895274.7108004,202230797.7845916
637,The Maze Runner,348319861,34000000,314319861,320834306.773058,31317095.7262296,289517211.0468284
638,Birdman,103215094,18000000,85215094,95070499.387935,16579638.9138862,78490860.4740488
639,Gone Girl,369330363,61000000,308330363,340186892.137474,56186554.097059,284000338.040415
640,Fury,211817906,68000000,143817906,195103577.60975,62634191.4524592,132469386.1572908
641,Night at the Museum: Secret of the Tomb,349424282,127000000,222424282,321851579.072442,116978563.447975,204873015.62446702
642,Divergent,288747895,85000000,203747895,265963102.013597,78292739.315574,187670362.69802302
643,X-Men: Days of Future Past,746000000,250000000,496000000,687133923.875509,230272762.692864,456861161.182645
644,Lucy,463360063,40000000,423360063,426796807.31419903,36843642.03085829,389953165.28334075
645,Teenage Mutant Ninja Turtles,477200000,125000000,352200000,439544649.42814,115136381.346432,324408268.08170795
646,Sex Tape,126069509,40000000,86069509,116121496.515052,36843642.03085829,79277854.48419371
647,Nightcrawler,38697217,8500000,30197217,35643660.268461205,7829273.9315574,27814386.336903803
648,Transformers: Age of Extinction,245500000,210000000,35500000,226127852.96439302,193429120.66200602,32698732.302387
649,The Grand Budapest Hotel,174600318,30000000,144600318,160822790.371651,27632731.5231437,133190058.84850729
650,Whiplash,13993093,3300000,10693093,12888912.7349127,3039600.46754581,9849312.26736689
651,Dawn of the Planet of the Apes,708200000,170000000,538200000,652316682.1563469,156585478.631148,495731203.52519894
652,The Equalizer,192330738,55000000,137330738,177154121.56007,50660007.7924302,126494113.76763982
653,Horrible Bosses 2,106645357,42000000,64645357,98230083.9390274,38685824.132401295,59544259.806626104
654,The Amazing Spider-Man 2,705717432,200000000,505717432,650030010.988616,184218210.154291,465811800.83432496
655,Edge of Tomorrow,370541256,178000000,192541256,341302234.843216,163954207.037319,177348027.805897
656,The Interview,11305175,44000000,-32694825,10413095.519905198,40528006.2339442,-30114910.714039
657,American Sniper,542307423,58800000,483507423,499514514.09223205,54160153.7853618,445354360.3068702
658,Exodus: Gods and Kings,268031828,140000000,128031828,246881718.092715,128952747.108004,117928970.98471099
659,Godzilla,529076069,160000000,369076069,487327232.33324295,147374568.123433,339952664.20980996
660,Maleficent,758410378,180000000,578410378,698565011.988,165796389.138862,532768622.849138
661,The November Man,32556119,15000000,17556119,29987149.858750604,13816365.761571802,16170784.097178802
662,Ouija,102529779,5000000,97529779,94439261.8744755,4605455.25385729,89833806.62061821
663,How to Train Your Dragon 2,609123048,145000000,464123048,561057788.331434,133558202.361861,427499585.969573
664,It Follows,13500000,2000000,11500000,12434729.185414698,1842182.10154291,10592547.083871787
665,The Expendables 3,206172544,90000000,116172544,189903685.193185,82898194.5694313,107005490.6237537
666,The Lego Movie,469160692,60000000,409160692,432139714.774945,55265463.0462875,376874251.72865754
667,The Loft,0,13000000,-13000000,0.0,11974183.660028901,-11974183.660028901
668,Seventh Son,114178613,95000000,19178613,105168898.623797,87503649.8232886,17665248.800508395
669,The Theory of Everything,121201940,15000000,106201940,111638022.270139,13816365.761571802,97821656.50856718
670,Let's Be Cops,136621271,17000000,119621271,125840630.063122,15658547.8631148,110182082.2000072
671,Dracula Untold,215529201,70000000,145529201,198522018.221023,64476373.5540021,134045644.66702089
672,Penguins of Madagascar,373552094,132000000,241552094,344075490.780339,121584018.70183201,222491472.078507
673,Into the Woods,212902372,50000000,162902372,196102469.53721598,46054552.5385729,150047916.99864307
674,300: Rise of an Empire,337580051,110000000,227580051,310941963.895073,101320015.58486,209621948.310213
675,The Giver,66980456,25000000,41980456,61695098.59819151,23027276.269286398,38667822.328905106
676,22 Jump Street,188441614,50000000,138441614,173571884.248329,46054552.5385729,127517331.7097561
677,A Walk Among the Tombstones,53181600,28000000,25181600,48985095.8257074,25790549.4216008,23194546.4041066
678,Paddington,259207227,55000000,204207227,238753457.08498597,50660007.7924302,188093449.29255578
679,Cake,2360281,7000000,-4639719,2174033.70640591,6447637.35540021,-4273603.6489943005
680,Chef,45967935,11000000,34967935,42340653.550944105,10132001.558486,32208651.992458105
681,The Purge: Anarchy,108782847,9000000,99782847,100198906.84914,8289819.45694313,91909087.39219688
682,Left Behind,19682924,16000000,3682924,18129765.1494147,14737456.812343301,3392308.3370713983
683,Boyhood,44349000,4000000,40349000,40849467.0106634,3684364.20308583,37165102.807577565
684,A Most Violent Year,12007070,20000000,-7992930,11059604.7229864,18421821.015429102,-7362216.292442702
685,Hercules,243400000,100000000,143400000,224193561.757773,92109105.0771459,132084456.68062711
686,Noah,362637473,125000000,237637473,334022131.054676,115136381.346432,218885749.708244
687,The Judge,83719388,50000000,33719388,77113179.0628635,46054552.5385729,31058626.5242906
688,Drive Hard,0,12000000,-12000000,0.0,11053092.6092575,-11053092.6092575
689,Blended,123494610,40000000,83494610,113749780.089511,36843642.03085829,76906138.05865271
690,Neighbors,268157400,18000000,250157400,246997381.33814198,16579638.9138862,230417742.4242558
691,If I Stay,78874843,11000000,67874843,72650912.0183039,10132001.558486,62518910.4598179
692,Step Up All In,86165646,45000000,41165646,79366405.41454159,41449097.2847156,37917308.12982599
693,"Love, Rosie",4439431,0,4439431,4089120.16461739,0.0,4089120.16461739
694,The Fault in Our Stars,305151265,12000000,293151265,281072099.32309,11053092.6092575,270019006.7138325
695,I Origins,336472,0,336472,309921.34803517396,0.0,309921.34803517396
696,Ride Along,153997819,25000000,128997819,141846012.919223,23027276.269286398,118818736.64993662
